Name,ReviewCount,Brand,ImageURL,Tags,Rating,Weighted Rating
"Bragg Organic Apple Cider Vinegar, Raw & Unfiltered, 32 Fl Oz",1032.0,bragg,https://i5.walmartimages.com/asr/cf6c78d0-542c-4bcf-8489-2869f06cb9f6_1.5ab621ec7a62cac0004a3179e74fa77b.jpeg | https://i5.walmartimages.com/asr/1a50f8a1-e691-4e97-9165-b29f41b2bf94_1.aa5bf405bc0a47ae2421038e78573559.jpeg,"food, condiments, sauces, spices, vinegar, bragg, bragg, organic, raw, unfiltered, apple, cider, vinegar, made, organically, grown, apples, contains, mother, home, organic, acids, enzymes, unpasteurized, organic, apple, cider, vinegar, mother, natural, prebiotic, made, usa, organic, certified, apples, apple, cider, vinegar, helps, support, healthy, immune, system, maintain, normal, glucose, levels, maintain, healthy, weight, contains, prebiotics, support, healthy, gut, health, wealth, bragg, daily, dose, wellness, bragg, organic, apple, cider, vinegar, mother, raw, unfiltered, 32, fluid, ounces, usda, certified, organic, verified, ksa, certified, kosher, made, mother, enzymes, unfiltered, raw, apple, cider, vinegar, formula, also, available, bragg, liquid, aminos, salad, dressings, apple, cider, vinegar, cleanse, visit, bragg, recipes, ways, use, bragg, products, health, greatest, wealth, turmeric, lime, tonic, vegan, ingredients, teaspoons, bragg, organic, apple, cider, vinegar, 1, shot, fresh, turmeric, juice, 1, tsp, dried, turmeric, 8, ounces, water, directions, add, teaspoons, bragg, organic, apple, cider, vinegar, 8oz, water, add, one, shot, fresh, turmeric, juice, 1, teaspoon, dried, turmeric, fresh, squeeze, lime, juice, mix, enjoy, vital, difference, diet, rich, organic, fruits, veggies, essential, vibrant, health, weve, known, practiced, promoted, fact, hundred, years, science, finally, catching, wisdom, help, live, vibrantly, every, day, rest, life, making, sure, every, product, offer, faithfully, delivers, proven, dose, wellness, weve, consistently, provided, customers, since, support, provide, guide, consumed, 30ml, 2, servings, per, day, bottle, bragg, organic, raw, apple, cider, vinegar, mother, supports, healthy, immune, system, helps, maintain, normal, glucose, levels, contains, prebiotics, support, healthy, gut, helps, maintain, healthy, weight, mix, 1, tablespoon, 8, ounces, water, daily, dose, wellness, consumed, 30ml, 2, servings, per, day, bragg, vingr, apl, cid",4.8,4.639175939574273
"Aveeno Protect + Hydrate Moisturizing Sunscreen Lotion with Broad Spectrum SPF 30 & Antioxidant Oat, Oil-Free, Sweat- & Water-Resistant Sun Protection, Travel-Size, 3 oz",2538.0,aveeno,https://i5.walmartimages.com/asr/3353e1b3-e9d6-412e-b4fd-a2a5478b74bb_1.fc55b50d082c39952b886d3d447b0b64.jpeg | https://i5.walmartimages.com/asr/1efb5379-666d-41c1-b957-c71c5cca43aa_1.3a6da7edf4f53e12fab82388687ec958.jpeg | https://i5.walmartimages.com/asr/bdf01d47-55a2-4580-9ed2-b7956e3ffd1e_1.160c2f818f301b50ea784c648c2fb225.jpeg | https://i5.walmartimages.com/asr/00e2a5da-f95c-4ea0-9e7e-33f4a3464b67_1.8173b4e7003af565dd07ea59c4d3482a.jpeg | https://i5.walmartimages.com/asr/22d89c45-19f5-4919-bb9f-a2f98ee2ea4a_1.34e481272b08bdfb9be03d5c62ec6e46.jpeg | https://i5.walmartimages.com/asr/08d90945-3604-4ac6-b28a-1d49df99147e_1.d43d9dfb089ca57b3ea6617d2219f314.jpeg | https://i5.walmartimages.com/asr/365203ee-2d87-4b64-9615-aca5b5efc551_1.95f79b1cc350b270d543dcb15f100c4e.jpeg,"personal, care, sun, care, sunscreen, aveeno, aveeno, protect, hydrate, sunscreen, lotion, broad, spectrum, spf, 30, provides, hydration, sun, protection, keep, skin, feeling, soft, smooth, healthier, going, sun, daily, sunscreen, lotion, contains, antioxidant, oat, delivers, broad, spectrum, uva, uvb, sun, protection, also, moisturizing, skin, designed, 80, minutes, hydrating, sunscreen, lotion, helps, protect, skin, sunburn, signs, premature, skin, aging, unique, formula, wont, clog, pores, sunscreen, recommended, skin, cancer, foundation, effective, broad, spectrum, sunscreen, available, convenient, tsa, size, tube, aveeno, protect, hydrate, sunscreen, lotion, broad, spectrum, spf, 30, brand, help, protect, moisturize, skin, made, antioxidant, oat, daily, sunscreen, lotion, protects, moisturizes, nourishes, skin, help, keep, feeling, soft, healthier, went, sun, available, tsa, size, provides, uva, uvb, sun, protection, help, prevent, sunburn, signs, premature, skin, aging, unique, formula, hydrating, sunscreen, wont, clog, pores, 80, minutes, sunscreen, lotion, recommended, skin, cancer, foundation, effective, broad, spectrum, sunscreen",4.7,4.634711794477052
Dove Men+Care 2 in 1 Shampoo and Conditioner Fresh and Clean 20.4 oz 2 Count,2319.0,dove,https://i5.walmartimages.com/asr/7fc18243-ee1c-42b6-a105-0eccb65d3bde_1.e9b4bd9adae24d2187ab9d4673d16549.jpeg | https://i5.walmartimages.com/asr/686b3a2e-03d6-4308-8d99-40f17c74d015_1.60063fb67c28a8b96d1122fbdf9509aa.jpeg | https://i5.walmartimages.com/asr/488891d5-8021-49dc-841d-359b03d222b2_1.ec44b3dd301599891f3200f4aa8da148.png,"beauty, hair, care, shampoo, dove, shampoo, dove, dove, men, care, fortifying, shampoo, conditioners, make, hair, stronger, resilient, men, pursue, active, lifestyles, dove, men, care, fresh, clean, fortifying, shampoo, conditioner, designed, specifically, men, want, fresh, clean, hair, deeply, cleans, invigorates, hair, refreshing, effect, infused, caffeine, menthol, helps, strengthen, hair, leaving, visibly, healthy, thicker, resilient, dual, formula, functions, shampoo, conditioner, cleanses, conditions, hair, simultaneously, keep, mens, active, lifestyles, everyday, activities, weaken, hair, making, prone, hair, fall, breakage, available, following, sizes, 12, oz, oz, 40, oz, 3, oz, great, hair, care, doesnt, stop, shower, complete, hair, care, regimen, get, perfect, look, dove, men, care, sculpting, paste, natural, look, defining, pomade, sleek, polished, finish, control, gel, hold, use, entire, line, dove, men, care, products, perfect, grooming, regimen, dove, men, care, extra, fresh, body, wash, dove, men, care, dry, spray, antiperspirant, dove, fresh, clean, fortifying, shampoo, conditioner, designed, specifically, men, fine, thinning, hair, concerned, hair, loss, deeply, cleans, invigorates, hair, refreshing, effect, caffeine, menthol, help, strengthen, hair, leaving, visibly, healthy, thicker, resilient, available, oz, 12, oz, oz, 40, oz, goes, well, dove, defining, pomade, dove, extra, fresh, body, wash, dove, dry, spray, antiperspirant, learn",4.7,4.628702288536303
Weber Q-1200 Portable Gas Grill,2237.0,weber,https://i5.walmartimages.com/asr/3a88232e-7a8e-488d-b978-e7d24f69cccc_1.aaae2bb97ba30b6abf9590c2a25cfdd1.jpeg | https://i5.walmartimages.com/asr/2b05e09c-f261-4a37-88ab-516f1d6519f5_1.1beb80f5baf63a4b331aa00f6bf30152.jpeg | https://i5.walmartimages.com/asr/9b0106b2-cf86-456e-bb73-6ea7c1fea807_1.04d56a4d25a7783a888d03b724b7c462.jpeg | https://i5.walmartimages.com/asr/8582dfd5-9bc4-4594-bcd4-c753df9177ea_1.83fe11d16fe33f4c88062044b43409a4.jpeg | https://i5.walmartimages.com/asr/0703b5cd-fa8c-4dd8-9c32-57983408d094_1.2d50ee03ccf7ae0a2786cc2cc52f2d09.jpeg | https://i5.walmartimages.com/asr/1fc2eefd-5ef9-453c-b3a3-3b1dc43828fd_1.ddebb8cd50065ad218f5d3f1598974bb.jpeg | https://i5.walmartimages.com/asr/536fd5d8-f5aa-42bb-ad5c-72ecbb9452f0_1.4ee4d7503fe2d666686a21067e772a20.jpeg | https://i5.walmartimages.com/asr/de7ce289-db82-42c2-b945-1d317c74bcc1_1.e0061ef6a835c499a33ae101b837010c.jpeg | https://i5.walmartimages.com/asr/4ee1a6e4-a18f-4877-b243-af8baeef5128_1.8d2e6c85ed8295a96f3778f8bf13a7cc.jpeg | https://i5.walmartimages.com/asr/a7462fdd-d88c-48d7-9641-526952f0cd31_1.959c2ea4237a364e16faf6b3bb0a4502.jpeg | https://i5.walmartimages.com/asr/f62fa78e-b609-40e4-b8af-91b07241725b_1.e52e562ef054df67438a17b144539574.jpeg | https://i5.walmartimages.com/asr/27849b8e-d700-4405-ba48-c16872d429e3_1.dcbd5cd5138aec6b9faeee4204e524a6.jpeg | https://i5.walmartimages.com/asr/efea3d0c-e571-469d-b484-2eb07142d122_1.0bafb7d4ba5696c521dca20b8785b753.jpeg | https://i5.walmartimages.com/asr/d128f523-e093-494d-a25e-352193f505fc_1.000c1c218aa9b1d2c0827c385af00849.jpeg | https://i5.walmartimages.com/asr/17aea7da-b748-4f09-afd6-987d8e8e9aa8_1.114bf3f3e7756a55d5cd8ba2a395efc4.jpeg | https://i5.walmartimages.com/asr/0d449881-8c63-4cc1-9119-cc8fbb7729b8_1.bb2c2f20d195801cf51a53a51ba33023.jpeg | https://i5.walmartimages.com/asr/2ba0457c-c966-4d0d-aee8-3bdec08afeff_2.3211b5f5e6d1a41e8b9f1087ea21045c.jpeg | https://i5.walmartimages.com/asr/f2469ca0-2045-45d9-a7b3-57b225e0ecab_1.8966cdc40084deb5c520d3bc61798d29.jpeg,"patio, garden, grills, outdoor, cooking, grills, portable, grills, portable, gas, grills, weber, grill, style, year, sleek, weber, q, 1200, gas, grill, compact, portable, design, makes, ideal, grill, tailgating, picnics, lunch, park, model, total, cooking, area, 189, sq, cooking, grates, burgers, hot, dogs, steaks, features, higher, dome, lid, increase, cooking, versatility, allows, prepare, small, roasts, whole, chickens, removable, catch, pan, lets, quickly, retrieve, discard, food, items, may, slipped, grates, weber, portable, gas, grill, lid, thermometer, allows, monitor, heat, without, opening, top, also, equipped, reliable, electronic, ignition, well, adjustable, infinite, control, burner, valve, sturdy, folding, work, tables, side, unit, provide, dedicated, areas, prep, black, gas, grill, weber, cast, aluminum, lid, body, nylon, frame, comes, handy, owners, guide, grilling, guide, weber, q, 1200, portable, gas, grill, black, total, cooking, area, 189, sq, stainless, steel, burner, input, main, burner, cooking, grates, electronic, ignition, infinite, control, burner, valve, cast, aluminum, lid, body, nylon, frame, 2, folding, work, tables, removable, catch, pan, lid, thermometer, uses, disposable, lp, cylinder, sold, separately, includes, owners, guide, grilling, guide, weber, portable, gas, grill, color, black, backed, limited, warranty, weber, q, 1200, gas, grill, model, 51010001",4.7,4.62615732723909
Weber Q-1200 Portable Gas Grill,2237.0,weber,https://i5.walmartimages.com/asr/40b70a29-a73e-45e7-b724-fb48ea094cbb_1.34f66ee1e41ac4fe7f1fe4b747e592a3.jpeg | https://i5.walmartimages.com/asr/45cf0a30-c3cc-451a-a360-1896c9218a13_1.478a2469d11a7c37a11736be0f07fa88.jpeg | https://i5.walmartimages.com/asr/53c1a0ca-c97d-4749-816a-86cda2224016_1.dcbd5cd5138aec6b9faeee4204e524a6.jpeg | https://i5.walmartimages.com/asr/154194e3-4a58-4169-939e-9db2911331ce_1.8d2e6c85ed8295a96f3778f8bf13a7cc.jpeg | https://i5.walmartimages.com/asr/3f185136-aeaf-44cb-8922-7708ba726498_1.2d50ee03ccf7ae0a2786cc2cc52f2d09.jpeg | https://i5.walmartimages.com/asr/734ad3bd-3e9f-41fd-9ed2-c52c4963224d_1.4ee4d7503fe2d666686a21067e772a20.jpeg | https://i5.walmartimages.com/asr/fefae707-c8af-4667-8864-726cfef8a1ce_1.ddebb8cd50065ad218f5d3f1598974bb.jpeg | https://i5.walmartimages.com/asr/d4962df7-2079-4ebc-ac51-3ce297ca36b0_1.83fe11d16fe33f4c88062044b43409a4.jpeg | https://i5.walmartimages.com/asr/4c4b8c8d-f4a5-45a4-b185-837386d12282_1.114bf3f3e7756a55d5cd8ba2a395efc4.jpeg | https://i5.walmartimages.com/asr/6734d18d-7422-476b-bd25-7be5d722757d_1.c07a93cfde5a84663998a548064ba1db.jpeg | https://i5.walmartimages.com/asr/9d329a4f-5d93-45b3-a24b-ed5a94d7ca58_1.e0061ef6a835c499a33ae101b837010c.jpeg | https://i5.walmartimages.com/asr/ee9ade5b-c087-449f-974d-49490aa122ce_1.bb2c2f20d195801cf51a53a51ba33023.jpeg | https://i5.walmartimages.com/asr/f72db2a2-8a88-4ff5-804d-3fe8bee6e0ea_1.bd549ea95101483a8ceba5859f9b32c6.jpeg | https://i5.walmartimages.com/asr/5e98bd0f-a102-45bf-81c7-95342f0882fe_1.04d56a4d25a7783a888d03b724b7c462.jpeg | https://i5.walmartimages.com/asr/c1aa59f4-161d-4bcc-b917-16eb5aee43da_1.8966cdc40084deb5c520d3bc61798d29.jpeg | https://i5.walmartimages.com/asr/05ca23c3-b000-474e-8aaf-c43da96ec034_1.0bafb7d4ba5696c521dca20b8785b753.jpeg | https://i5.walmartimages.com/asr/f938d05b-7494-4f6d-aade-f776147adcad_1.959c2ea4237a364e16faf6b3bb0a4502.jpeg,"patio, garden, grills, outdoor, cooking, grills, portable, grills, portable, gas, grills, weber, grill, style, year, sleek, weber, q, 1200, gas, grill, compact, portable, design, makes, ideal, grill, tailgating, picnics, lunch, park, model, total, cooking, area, 189, sq, cooking, grates, burgers, hot, dogs, steaks, features, higher, dome, lid, increase, cooking, versatility, allows, prepare, small, roasts, whole, chickens, removable, catch, pan, lets, quickly, retrieve, discard, food, items, may, slipped, grates, weber, portable, gas, grill, lid, thermometer, allows, monitor, heat, without, opening, top, also, equipped, reliable, electronic, ignition, well, adjustable, infinite, control, burner, valve, sturdy, folding, work, tables, side, unit, provide, dedicated, areas, prep, service, weber, q, 1200, portable, gas, grill, black, total, cooking, area, 189, sq, stainless, steel, burner, input, main, burner, cooking, grates, electronic, ignition, infinite, control, burner, valve, cast, aluminum, lid, body, nylon, frame, 2, folding, work, tables, removable, catch, pan, lid, thermometer, uses, disposable, lp, cylinder, sold, separately, includes, owners, guide, grilling, guide, weber, portable, gas, grill, color, black, backed, limited, warranty, weber, q, 1200, gas, grill, model, 51010001",4.7,4.62615732723909
Garnier Fructis Style Sheer Set Breathable Hold Hairspray 9.5 OZ,2186.0,garnier,https://i5.walmartimages.com/asr/06a649f8-cfe1-4a2c-ab0f-a96f877da149_1.57261060fa50d4aac921fcc1eb8bff61.jpeg | https://i5.walmartimages.com/asr/a790cd52-3891-4f21-abe7-447ad4126d25_1.11e14a8ef7597171c7a6a35d3c4ff234.jpeg | https://i5.walmartimages.com/asr/7cf46cd6-bc60-4e30-9702-adacd0291cdd_1.c3d20d9f05e9d6a71c130a019e711a82.jpeg,"beauty, beauty, top, brands, beauty, forward, garnier, garnier, fructis, style, sheer, set, breathable, hold, hairspray, oz, wish, could, hold, style, without, masking, crunchy, stiffness, garnier, fructis, style, sheer, set, breathable, hold, hairspray, hairspray, provides, 48, hour, ultra, strong, hold, invisible, lightweight, touchable, finish, style, stays, true, work, combines, plant, resins, providing, strong, yet, breathable, hold, diffusion, ensures, weightless, natural, finish, ultra, strong, hold, hairsprays, humidity, resistant, properties, provide, ultimate, lasting, control, letting, show, style, nonstop, light, sparkling, fruit, fragrance, leave, hair, smelling, fresh, vibrant, get, inspired, use, garnier, fructis, style, product, sheer, set, breathable, hold, hairspray, create, control, style, looks, tips, fun, visit, style, hub, breathable, hold, hairspray, offers, 48, hour, ultra, strong, hold, invisible, touchable, finish, formula, contains, plant, resins, diffusion, ensures, weightless, natural, finish, without, crunchy, stiffness, light, sparkling, fruit, fragrance",4.7,4.624480765720645
"Gain Original 150 Loads, Powder Laundry Detergent, 172 oz",919.0,gain,https://i5.walmartimages.com/asr/b6d9d600-56d1-4e02-9c66-2785ad897aee.f0bc369ed2dcd6a7301875680e4b482e.jpeg | https://i5.walmartimages.com/asr/72a6e4f3-294f-4b03-967a-34a52d4281c5.4565e5335cbd14cbb7990df9f073fbf3.jpeg | https://i5.walmartimages.com/asr/eb19d513-01b0-4fd3-8b56-0a97c592066c.98e710aaa64d9f4cacefd6e1163acccd.jpeg | https://i5.walmartimages.com/asr/ba053584-811c-4647-a9d7-8bdcf10a2ddd.c2bc8ba6d71ec268f69288c218a15d9e.jpeg | https://i5.walmartimages.com/asr/d1ab2809-7a6b-4750-9c9c-6a3650bef496.3ab8675bdc4eedc3b0a92446fd420724.jpeg | https://i5.walmartimages.com/asr/09cc3316-1c0b-4ba0-81bf-c0d22b7a940d.0bd5c12b772cf5afcf2f96547f689a6d.jpeg,"household, essentials, laundry, liquid, laundry, detergent, gain, liquid, laundry, detergent, gain, cool, crisp, aroma, started, one, whiff, clothing, washed, powder, laundry, detergent, never, enough, say, sniff, away, gain, original, powder, laundry, detergent, provides, clothes, brilliant, clean, lasting, freshness, giving, six, scentful, weeks, wash, wear, safe, use, regular, high, efficiency, washers, beloved, detergent, contains, intelligent, scent, capsules, release, regular, wear, steady, stream, freshness, day, long, ultimate, gain, experience, pair, matching, scent, gain, fabric, softener, gain, fireworks, scent, beads, gain, original, 150, loads, powder, laundry, detergent, 172, oz, powder, laundry, detergent, brilliant, cleaning, performance, leaves, behind, refreshing, gain, original, scent, 6, weeks, freshness, wash, wear, regular, washer, compatible, like, household, detergent, keep, away, children",4.8,4.620617738064845
"Vaseline Intensive Care Aloe Soothe Spray Lotion, 6.5 oz",2069.0,vaseline,https://i5.walmartimages.com/asr/9e1c19e0-1fb1-4acc-bdd0-7032a0f2103e_1.ac0c7aad46fc271c7ad838e797899a05.jpeg | https://i5.walmartimages.com/asr/965e7fd6-49f6-4c97-8b8e-5109ff619891_1.7b95c479d8b70f0b7f59fbbd56da54e6.jpeg | https://i5.walmartimages.com/asr/528bf626-27ba-4684-b1ec-575c409d9ce0_1.7a79609820f4b25a33c691271c180ff6.jpeg | https://i5.walmartimages.com/asr/e55f9414-4f27-4059-a476-8c08c71642b7_1.f55ffdb66397fd08afa92102e5830a2d.jpeg | https://i5.walmartimages.com/asr/45f64d6f-72df-4044-8949-b111b159183b_1.7d01cdc16d993ed6593dc31886ee9cde.jpeg | https://i5.walmartimages.com/asr/15b36eaa-e779-4024-8ed6-63e1103b680d_1.00c717478547063d488baefaf53c9b33.jpeg | https://i5.walmartimages.com/asr/fd546f8a-eeaf-4476-95e0-e3580aef1b9d_1.1555166cee88b4f548435b49946bc79a.jpeg | https://i5.walmartimages.com/asr/7fa52d44-df26-40ae-b7d9-db220bbce3bb_1.7078bf11b311e8c0ed4e0ae42898e6f2.jpeg | https://i5.walmartimages.com/asr/468103df-1cfc-4288-acaf-4cf8df404b21_1.332f990abcb2b57e7222c02b35301658.jpeg | https://i5.walmartimages.com/asr/ff37f11f-f63e-424c-b392-6d9c4ed062ad_1.76d5dff94e8ed731fbc12771b4257307.jpeg,"personal, care, bath, body, body, lotions, creams, vaseline, got, dry, skin, lead, busy, lifestyle, vaseline, intensive, care, aloe, soothe, spray, lotion, quick, convenient, spray, lotion, moisturizer, absorbs, seconds, help, heal, dry, skin, caring, dry, sensitive, skin, easier, spray, lotions, moisturization, vaseline, intensive, care, aloe, soothe, spray, moisturizer, contains, glycerin, vaseline, jelly, pull, water, skin, lock, moisture, apply, lotion, showering, whenever, skin, feels, dry, moisturization, gives, instantly, softer, skin, spray, body, lotion, time, saving, moisturization, vaseline, intensive, care, aloe, soothe, spray, moisturizer, part, range, vaseline, intensive, care, spray, body, lotions, designed, women, pressed, time, still, want, effective, moisturization, vaseline, spray, go, lotions, designed, easy, application, even, coverage, unique, formula, absorbs, quickly, help, heal, dry, skin, shower, lotion, spray, like, vaseline, intensive, care, aloe, soothe, body, lotion, spray, best, maximum, moisturization, limited, time, spray, formula, rub, skin, done, dermatologically, tested, suitable, sensitive, skin, vaseline, intensive, care, aloe, soothe, spray, lotion, oz, vaseline, intensive, care, aloe, soothe, spray, lotion, light, easy, apply, vaseline, spray, moisturizer, formula, leave, skin, soft, fresh, vaseline, jelly, lotion, spray, moisturizes, absorbs, seconds, help, heal, dry, skin, continuous, spray, lotion, dispenses, evenly, coverage, utilize, spray, moisturizer, instantly, softer, skin, showering, whenever, skin, feels, dry, vaseline, spray, body, lotion, suitable, dry, skin",4.7,4.6203310649289655
(6 Pack) Aquaphor Lip Repair .35 fl. oz. Carded Pack,1710.0,aquaphor,https://i5.walmartimages.com/asr/fa94456c-3dff-44df-a15f-ea7fa76b71f2_1.f1ba14865076677ab7de16b73af4999e.jpeg | https://i5.walmartimages.com/asr/ff7a4a31-a324-4aa8-9148-25f371950d92_1.be995c9498b40c0aed11ca32e1ed1110.jpeg,"health, lip, care, aquaphor, aquaphor, enjoy, soothing, relief, aquaphor, lip, repair, container, comes, lip, care, brand, formulated, nourishing, vitamins, shea, butter, soothing, chamomile, essence, soft, luscious, lips, aquaphor, lip, repair, immediate, relief, preservative, proven, relieve, dryness, soothe, chapped, cracked, lips, designed, seal, moisture, even, specially, formulated, use, sensitive, lips, dry, lip, repair, available, conveniently, sized, container, easily, fit, purse, pocket, use, small, applicator, tip, works, well, everyday, use, ideal, use, arid, cold, environments, aquaphor, lip, repair, oz, 1, lip, care, brand, proven, relieve, dryness, soothe, chapped, cracked, lips, seals, moisture, formulated, nourishing, vitamins, shea, butter, chamomile, essence, soft, lips, specially, formulated, sensitive, lips, easily, fit, purse, pocket, use, applicator, tip, convenience, ideal, use, dry, cold, environments, works, well, everyday, use, dry, lip, repair, available, oz, tube",4.7,4.604174506425646
"Listerine Original Antiseptic Mouthwash for Bad Breath, 1.5 L",767.0,listerine,https://i5.walmartimages.com/asr/6eaa55f0-acc6-4950-a963-36c38cde76fa_1.1a505ede8556d727d28011cd332d1e69.jpeg | https://i5.walmartimages.com/asr/357666de-b256-4a6f-9d19-3aad5d364507.2f4102a44cc1934ae706c6c2cf9ecb1b.jpeg | https://i5.walmartimages.com/asr/d91272ad-b01e-4c6f-aa26-d209a80a19b4.2e8ccea6dc029af6f573fde528b3e7d1.jpeg | https://i5.walmartimages.com/asr/9ac24147-c936-4001-ad27-4b8e1ee7a749.8b1eb99bcbb736f3f771ccfdc80bd728.jpeg | https://i5.walmartimages.com/asr/e97c0f3b-5045-429a-ac10-29101d787ed4.30d52bf4d120cfe77ab46a905ddf6448.jpeg | https://i5.walmartimages.com/asr/d1f4af8e-dfc5-4fdd-8691-f42de9432226.0171828b8d3d8df16d8b973a5b7b7803.jpeg | https://i5.walmartimages.com/asr/0392148c-c112-478e-991b-76101aeebb4c.503652e1e5a7a815a133c281ff0b1b7e.jpeg | https://i5.walmartimages.com/asr/e00da43d-c7c1-4b27-9323-154d119f7fca.2976e49824b2995f969de60890b4c525.jpeg | https://i5.walmartimages.com/asr/35a5bf15-ac29-408f-99b5-13569da0f810.59594406c6e0d533a5c8db97ce10d509.jpeg | https://i5.walmartimages.com/asr/6661e3a9-63a5-4abb-ad28-30ae1bbfd4aa.36433986be64cc6efa1b75f1e83a7510.jpeg | https://i5.walmartimages.com/asr/420835ac-cb29-4c79-80df-944cc7a1554d.808752f7bc117ec40f6e81da7f3a1ae4.jpeg | https://i5.walmartimages.com/asr/f2ed446d-d7fb-4aaf-84c5-4946d7c60d14.60fba22b470b27dccc41bb27dba8e771.jpeg | https://i5.walmartimages.com/asr/173b1b09-b3fb-49b9-a25a-7055458608ed.b4cc2589a3121c6a52956c4563a8422a.jpeg | https://i5.walmartimages.com/asr/65a03378-ef36-4c0f-bba8-0e147e31800b.9e84dc9d60570d39041fdf0742674230.jpeg | https://i5.walmartimages.com/asr/441f5865-b1a9-4bd6-bca8-63ddebb28bff.2230dbaa88ba5e84aaed5beeda7ecf7e.jpeg | https://i5.walmartimages.com/asr/a2108261-43e8-47bf-9c9f-5956ad5c9c96_1.ec520730b196956f2a9d1f7d66a4f404.jpeg,"personal, care, personal, care, brand, listerine, listerine, protect, mouth, germs, get, fresh, breath, listerine, original, antiseptic, mouthwash, accepted, american, dental, association, ada, mouthwash, bad, breath, clinically, shown, reduce, plaque, 52, percent, reduce, gingivitis, 21, percent, brushing, flossing, alone, adding, rinse, mouthwash, morning, evening, oral, hygiene, routines, takes, get, germ, protection, cause, bad, breath, plaque, gingivitis, listerine, original, antiseptic, mouthwash, leaves, mouth, feeling, intensely, clean, used, part, regular, oral, hygiene, routine, bottle, listerine, antiseptic, oral, care, mouthwash, original, flavor, deeper, clean, oral, care, formula, clinically, proven, kill, germs, cause, bad, breath, plaque, gingivitis, mouthwash, accepted, american, dental, association, ada, safe, effective, oral, care, use, antiseptic, mouthwash, bad, breath, refreshing, flavor, offers, protection, germs, twice, daily, use, clinically, shown, reduce, plaque, gingivitis, brushing, flossing, alone, get, benefits, rinsing, full, strength, 30, seconds, morning, night, infused, intense, original, flavor, use, mouthwash, deeper, clean, fresher, breath, mouthwash, 1, dentist, recommended, brand, counter, mouthwashes",4.8,4.587657805983681
